measure,condition,time,value,baseline_subtracted,eid,expression,n_events,subject
pupil,no_stim,1.4499999999999995,169.44065784891956,-56.92603790412457,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.5499999999999996,167.2783260718529,-59.08836968119124,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.6499999999999997,164.2141329311412,-62.15256282190293,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.7499999999999996,162.08645477168238,-64.28024098136174,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.8499999999999994,163.44376444514714,-62.92293130789699,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,1.9499999999999995,164.84071220489201,-61.52598354815211,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.0499999999999994,165.48936237774456,-60.87733337529957,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.1499999999999995,163.2558496849966,-63.11084606804752,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.249999999999999,161.3273449295832,-65.03935082346092,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.349999999999999,160.67729550685505,-65.68940024618908,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.4499999999999993,159.08031796867104,-67.28637778437309,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.549999999999999,158.28518661082717,-68.08150914221696,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.649999999999999,158.02425508837385,-68.34244066467028,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.749999999999999,157.96763889401353,-68.3990568590306,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.849999999999999,155.78863991654742,-70.5780558364967,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,2.9499999999999993,153.57053135508403,-72.7961643979601,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,3.049999999999999,151.47891637106162,-74.88777938198251,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
pupil,no_stim,3.149999999999999,148.94429593401685,-77.42239981902728,7ab26936-81b3-482d-a60f-538e2e325f1e,1,33,ZFM-03330
